項次,新聞標題,新聞發布日期,正確原文連結,媒體來源,趨勢標籤,新聞摘要
1277,日本台灣形象展斬獲1.5億美元商機 台日合作延伸至AI數位轉型 - 壹蘋新聞網,2026-07-28 00:53,https://news.google.com/rss/articles/CBMigAFBVV95cUxQUEdtSklUUFN3b1QtbG9fZ1hyVF91SEhsQ2pJZDFCZ2EydEtvbWp5ZFhUQlVDYnRLVEZIN2toQnVzYVRyM1VmMDg5R3hQSlVyd1dlLUNJSXFWX05PcUFaMGpsbjhScTRKRFRabHNUamp4TTFMcHVNTUNPdVZkaDlHWQ?oc=5,壹蘋新聞網 (via Google News),Enterprise & ROI / 企業應用與效益,日本台灣形象展斬獲1.5億美元商機 台日合作延伸至AI數位轉型  壹蘋新聞網
1278,"Major industrial firms' H1 profits grow 18.7% amid AI, chip boom - 大公文匯網",2026-07-28 01:46,https://news.google.com/rss/articles/CBMicEFVX3lxTE9MVEpiam1ublAtYWJieENxQzlaeUU3Vk85OHQ1dVZmV09yZm5BZEUwY3lwSnpyR05pZG5vZENBdzlRTmk3RGs3VDFIakE5cENQa2pmNEoxQllmZDV0cDIySGI0dlN1M3h4NzByRU9BbVg?oc=5,大公文匯網 (via Google News),"智慧製造與工業 AI, Chips & Hardware / 晶片與算力","Major industrial firms' H1 profits grow 18.7% amid AI, chip boom  大公文匯網"
1279,AI與電動車帶動連接器需求 華嶸打造嵌件射出智慧生產方案 | 熱門亮點 | 商情 - 經濟日報,2026-07-28 02:01,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBmYkxwcWhqWlM2N2dNWVpzMmlzV3llNzVjTlpmYUdhUl9PREx5MF92S191WWJaS1NSVFE2a2NqSk5ObmlyV3V2QWRlQmpaSVFpRmFGQUJkdWpEUQ?oc=5,經濟日報 (via Google News),Enterprise & ROI / 企業應用與效益,AI與電動車帶動連接器需求 華嶸打造嵌件射出智慧生產方案 | 熱門亮點 | 商情  經濟日報
1280,日韓晶片股慘崩「韓股再熔斷」！鎧俠下殺 18%，三星、SK 海力士狂瀉逾 9%,2026-07-28 02:18,https://finance.technews.tw/2026/07/28/samsung-skhynix-kioxia-tel-stock-drop/,科技新報 TechNews,"智慧製造與工業 AI, Chips & Hardware / 晶片與算力, Enterprise & ROI / 企業應用與效益","市場傳出輝達正洽談總額超過 7,500 億美元的 AI 基礎設施交易，衝擊投資人信心。日韓股市今（28 日）全 […]"
1281,輝達首批美國生產 GB300 晶片台積電 Fab 21 下線，但還要運回台灣封裝,2026-07-28 03:00,https://technews.tw/2026/07/28/nvidias-first-batch-of-gb300-chips-manufactured-in-the-us-rolled-off-the-production-line-at-tsmc-fab-21/,科技新報 TechNews,"智慧製造與工業 AI, Chips & Hardware / 晶片與算力",台積電與輝達（NVIDIA）近期在美國晶片在地化製造上達成了一項重大里程碑。根據報導，台積電位於美國亞利桑那州 […]
1282,電源需求大增，泰國台達啟用兩座新廠迎接成長,2026-07-28 03:34,https://technews.tw/2026/07/28/delta-thailand-opens-two-new-plants-meet-surging-power-demand-growth/,科技新報 TechNews,Enterprise & ROI / 企業應用與效益,AI 資料中心持續帶動電源需求，台達電旗下泰國上市子公司泰國台達第二季營運維持強勁成長。不過，公司表示，部分原 […]
1283,AI 算力夯 Applied Digital Q4 轉盈、營收暴增 407%,2026-07-28 05:50,https://finance.technews.tw/2026/07/28/applied-digital-swings-to-q4-profit-revenue-soars-407/,科技新報 TechNews,"智慧製造與工業 AI, Chips & Hardware / 晶片與算力",AI 資料中心需求持續爆發，美國資料中心營運商 Applied Digital 不僅上季營收大幅超越華爾街預期 […]
1284,大馬推動智慧醫療轉型 台灣AI照護機器人成亮點 - rti.org.tw,2026-07-28 06:59,https://news.google.com/rss/articles/CBMiV0FVX3lxTE1UYjFlZ2RyaU1LODRlcnZxXzlNZjVkNmg3MmZiWkllbmFFRWJJQkxoQlNNanlEdmJsNlpIcTRzd2Fib19YaVRzUThVVksycHBmWkZnbWl1bw?oc=5,rti.org.tw (via Google News),Enterprise & ROI / 企業應用與效益,大馬推動智慧醫療轉型 台灣AI照護機器人成亮點  rti.org.tw
1285,AI makes foundational knowledge more important than ever - Times Higher Education,2026-07-28 07:00,https://news.google.com/rss/articles/CBMinAFBVV95cUxQTXFtNDl5c0RxeFRjNGd5MkVxTVhBQVEycERtSlYxVWJYM25JZlBXNWtNY3JsZ2prYUVmdzFsdFhCVG9HSHZpX3FBVGlWb0F2bUIwOTBFcXhIUlZ4T1ZzRXNSb0FQdHlmZWdkMjJBU3VZNnBPR25SdHgybXd2X2JGOG1VbHhNbUptYTM4NVdkMFFWa19NTGJXUUF1SVo?oc=5,Times Higher Education (via Google News),Enterprise & ROI / 企業應用與效益,AI makes foundational knowledge more important than ever  Times Higher Education
1286,Coinbase CEO Unveils AiFi Vision That Could Transform AI Forever - The Coin Republic,2026-07-28 07:00,https://news.google.com/rss/articles/CBMirAFBVV95cUxNZ0VCZE5zdWFyaDN4clQzcFVYa1AwV0RUWks1QTRxVTBIVlgxVUpFS3VWQ0FQZkxvZFlxYU9qTXlBWGJEbnJfQjljLWlRNm9SY3N3bUtNNlRhUHFoX0ZLSEoyVDZBNzBrZ0hmX3ZmeW14Z21BNjJBZTFVckNkZ2JMaEpneXRQNzhrdmxBYW5sS3laMDNJUVNrTTdLdUN4VUxCU2o0WG5BanJWcjkz0gGyAUFVX3lxTE9hX3kzdk1fUWZwOFB3MHB0SE83TFJnWlVWaVZuUG5xTmRVU2w5SGtMQXp0T2JzclpvanBkczlpVEpfTmJYQVpRd3ZvaGNCZG1QMmphVVhsaXlDdXQxQ2otZV8zbHo4cUdIaXYyRnJlNkttTkplRVVFV3Z6WndfYWNMZEhXSWh0YzdXekM4b0pQbE1xUm5TOTFpbEVIa1o4SU5DWW9zeFRKR3MtNzRLTlJXRGc?oc=5,The Coin Republic (via Google News),Enterprise & ROI / 企業應用與效益,Coinbase CEO Unveils AiFi Vision That Could Transform AI Forever  The Coin Republic
1287,輝達首批美國生產 GB300 晶片台積電 Fab 21 下線，但還要運回台灣封裝 - TechNews 科技新報,2026-07-28 07:00,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOaWpieUlJRElPTkhZR3cxR2dXSTZnYnpucXVUY1psaTMyZzl4ajNzMF9FMHRQTDdwZTg2YW9fRFhkdXhqUXhfOEpxWFVVNE10Y1NiRTlmLXFpazJGTFZMNUpFYW5HOUdQOGhMb3E0bjdHLVJ4WFdweFR6VG9XbmVrVnQxZUp4SG1EaU1yUHdIYU1wNjZ5NG1EczltRzhYUHowMEwyS0NoNmdqVzhrYzRpb3h2eTZ6aEUtNTRqcjlHTlpob2Z0c1UwcVVYcWloVU5W?oc=5,TechNews 科技新報 (via Google News),"智慧製造與工業 AI, Chips & Hardware / 晶片與算力",輝達首批美國生產 GB300 晶片台積電 Fab 21 下線，但還要運回台灣封裝  TechNews 科技新報
1288,Cambridge researchers contribute to AI Materials Foundry - University of Cambridge,2026-07-28 07:00,https://news.google.com/rss/articles/CBMilwFBVV95cUxNZ0tkOVhCdnVxYVA4azhvX00zNVNwMWw5QWtFblpma2RaSTNoTUNKVEFobUZfakhJUm5CX29zOE5DYVNPTF9WV3ROVWpHV2NMTGF0RXF0TGRQNnY4VFZhNDVQZmlkb3k1SDlQTV9FeDRGSTA2Mmx0aHFkMHNucFptX1NuTG85NjRqdmN2VVZSQXh5MEQ5ZnR3?oc=5,University of Cambridge (via Google News),研發與創新,Cambridge researchers contribute to AI Materials Foundry  University of Cambridge
1289,"How LLNL is using AI, robotics and automation to accelerate advanced manufacturing - Lawrence Livermore National Laboratory (.gov)",2026-07-28 07:00,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQSVFnWFZEdnI0c1QxZ2psUS13MmhlNFR6OU4wb3g0MWVpS1Jjak1xS05KbHhORmw4VjNJSjhSN0tERFNWVUpxVTU0TUhtcDYycTNidGxrVFRQUG1nNE1OSUNYdlZxbVVxNld3a1VMUnNGV0ZVZ3NzZWZ2YTc1VVVNNDFNY0hET1kwY3BMNE5MMGhNWnY1YVFwMmtqb3dsU3NPSlVnWnVhb2NpQQ?oc=5,Lawrence Livermore National Laboratory (.gov) (via Google News),"智慧製造與工業 AI, Sovereign AI & Policy / 主權 AI 與法規","How LLNL is using AI, robotics and automation to accelerate advanced manufacturing  Lawrence Livermore National Laboratory (.gov)"
1290,Automation Led to Economic Misery. AI Doesn’t Have To. - The Atlantic,2026-07-28 07:00,https://news.google.com/rss/articles/CBMijAFBVV95cUxNYW5NWVJCNnhtU0dkeDJpOFlQbjRrd09jVkdSeFRidHpDeDJVaklfM1UwWndUYkRlVnA0QUVjbG5leGZZeDBwX1BoenB3UDFFV3RxbmVjYXVmQi1DLU5faktjbF9HOTkwbGQ0RzVXZWtpVXZBOU9vdDhHLW9MS2NBT1hTUFpFSnNBVnZpTA?oc=5,The Atlantic (via Google News),Enterprise & ROI / 企業應用與效益,Automation Led to Economic Misery. AI Doesn’t Have To.  The Atlantic
1291,The Worst Way to Regulate AI - The Atlantic,2026-07-28 07:00,https://news.google.com/rss/articles/CBMigAFBVV95cUxQV2xQRHlPdHhoM3F0YzBibFowaXhWbnBxWFdsMjM0ZVM5SXpjWTNSbjJocS1mYVRhajhyNlZVb3RQSGIzV3Z4NTctR0ltc3VFbTRDVjVNSWFqLWFpUTFwQTlWaFpMVmJrRDBNcVdtZGx0dHFUeWNDYldHc0dKSWRRTA?oc=5,The Atlantic (via Google News),Enterprise & ROI / 企業應用與效益,The Worst Way to Regulate AI  The Atlantic
1292,"Japan Integrates Semiconductor, Robotics, Automotive for Physical AI Leadership - 조선일보",2026-07-28 07:00,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQMU1oNnpUeFdxejg3WHNZQ1VFLWthTkRYWDlSaXNyNE9Qd2J2VW80THNHVk9UaFdtX1hkREd4aGZFeGdudnE5TUxqS0NjaU9BcnYxdU82cl9wT0JRWGxkTEhJbXlSUllaN2w1empTNHV5a2hDRHpWZXVJdkFtUkZXc0Z5Y3hfSTlz?oc=5,조선일보 (via Google News),"智慧製造與工業 AI, Chips & Hardware / 晶片與算力","Japan Integrates Semiconductor, Robotics, Automotive for Physical AI Leadership  조선일보"
1293,Why Japan May Be India’s Most Important Semiconductor Partner Yet - analyticsindiamag.com,2026-07-28 07:00,https://news.google.com/rss/articles/CBMipwFBVV95cUxOTXBrT243MWRaVElhLTc5OWROMHptWGlGWVFtekNNQUMwQ3BaWk9PUDRwSG1yQ2RidGhIYVp0VU5qRkttcjBvS0VLbTdrOWg0d1NkZXFzMkdFaXJEVWhDZlVFZzF5M3RBQnBjek85RU9rVTBCS3JOWU1Eb3Y1REdFRHNnQzR5ZHAweWV3SnpQbkxNU3UyOGxMY0MwMzVwTVpVcklOOERsQQ?oc=5,analyticsindiamag.com (via Google News),"智慧製造與工業 AI, Chips & Hardware / 晶片與算力",Why Japan May Be India’s Most Important Semiconductor Partner Yet  analyticsindiamag.com
1294,Redwood SAP Partnership: Clean core support for SAP - AIMultiple,2026-07-28 07:00,https://news.google.com/rss/articles/CBMiSkFVX3lxTE9XRTFGX1BlUWN3SWdWT2diNEk5V1AtOHhrbDZ1MjFrblB1cFRPN0RpeE1vTkFCcEF5X1RCMmR5SWJUYjJYSzkzR2lR?oc=5,AIMultiple (via Google News),Enterprise & ROI / 企業應用與效益,Redwood SAP Partnership: Clean core support for SAP  AIMultiple
1295,Compare Top 5 Stonebranch Alternatives - AIMultiple,2026-07-28 07:00,https://news.google.com/rss/articles/CBMiW0FVX3lxTE0yMkpGQzV0aVBJQU9NTkIteHRmNzFFaERfazljaWdQS1YyVWdJSVdZbFRYQ1lvZHVpaE9WbEdqS3ZlQ25YZkpWc2pJV2NNa2tqdmljQkR5U3Vscmc?oc=5,AIMultiple (via Google News),Enterprise & ROI / 企業應用與效益,Compare Top 5 Stonebranch Alternatives  AIMultiple
1296,買幣告別手動入金！LINE Bank 綁定 MaiCoin「一鍵扣款」秒下單,2026-07-28 07:22,https://finance.technews.tw/2026/07/28/line-bank-maicoin/,科技新報 TechNews,Enterprise & ROI / 企業應用與效益,LINE Bank（連線商業銀行）今日宣布攜手 MaiCoin 數位資產買賣平台，提供虛擬貨幣下單時的 LIN […]
1297,力成第二季營收創三年新高，攜手 AMD、博通搶攻 AI 及先進封裝商機,2026-07-28 08:00,https://finance.technews.tw/2026/07/28/powertechs-second-quarter-revenue-hit-a-three-year-high/,科技新報 TechNews,"智慧製造與工業 AI, Chips & Hardware / 晶片與算力",半導體封測大廠力成舉辦 2026 年第二季法人說明會，繳出亮眼財務成績單。受惠於 AI 伺服器與記憶體強勁需求 […]
1298,終結沃爾瑪 12 年霸權！亞馬遜登頂《財富》500 強，貝佐斯揭成長關鍵：AI 與晶片布局,2026-07-28 09:50,https://finance.technews.tw/2026/07/28/amazons-jeff-bezos-on-how-his-garage-startup-became-the-largest-company-in-the-world-by-revenue/,科技新報 TechNews,"智慧製造與工業 AI, Chips & Hardware / 晶片與算力",亞馬遜在最新《財富》世界 500 強榜單登上全球營收第一，終結沃爾瑪連 12 年稱霸紀錄，也讓這家從貝佐斯貝爾 […]
1299,Taiwan Excellence at Automation Expo 2026: Showcasing sustainable manufacturing through Taiwan's adaptive solutions - Manufacturing Today India,2026-07-28 11:53,https://news.google.com/rss/articles/CBMi6AFBVV95cUxQdTUtZ3NpZU13X3FiaG13cDVPUFhOcE1FemZkVFVtdlpzU3RpYzV0MnMxZWpMUnh5OUdMRUdkMFBHYWJIYjZ1NnVZaFpmSExvd1R4XzVsSzgtOEFLY044N3ZqQnZzLVhRMXFIOU9Sd3BQalBlWDRXMGR1RF8zcTFnNW8yVzJVdjdZTDZtUHVOR1FUSmRDTDFzSmJVeFdOM3BrbmNNYzVQQjE3a2VQVlUxdmpCODVaMDEwR2pkakZ4ekVYdTdnMnhOem1jaDNrUUpFZG5RcFlQSWVyQmdoZ2syOVBIUzFNdmV1?oc=5,Manufacturing Today India (via Google News),"智慧製造與工業 AI, Sovereign AI & Policy / 主權 AI 與法規",Taiwan Excellence at Automation Expo 2026: Showcasing sustainable manufacturing through Taiwan's adaptive solutions  Manufacturing Today India
1300,Gemini Robotics 2 brings whole body intelligence to robots,2026-07-28 13:21,https://deepmind.google/blog/gemini-robotics-2-brings-whole-body-intelligence-to-robots/,Google DeepMind Blog,"LLMs & Reasoning / 大語言模型與推理, Chips & Hardware / 晶片與算力",
1301,DeepSeek 後又一強敵！月之暗面釋出全球最大開源 AI 模型 Kimi K3,2026-07-28 14:02,https://www.managertoday.com.tw/articles/view/72622,經理人月刊,"智慧製造與工業 AI, 研發與創新, LLMs & Reasoning / 大語言模型與推理, Chips & Hardware / 晶片與算力",中國 AI 公司月之暗面釋出全球最大開源模型 Kimi K3。其高性價比帶動銷售激增 6 倍，拉近與美巨頭差距，卻也引發白宮指控其違規使用輝達晶片，成為美中科技角力新焦點。
1302,Salesforce’s (CRM) Impact on AI Deployment in Corporate Environments - Yahoo Finance,2026-07-28 15:32,https://news.google.com/rss/articles/CBMioAFBVV95cUxOYWJ2dUFPMC0ydDlkVXNGbWN4MWVEalNVNGJtXzRSb2xSdV91ZkdRM1duclg1ZmNkcHpDQ2hOaEJmLXU0NXhIYWpCQmdycGJJOUkwOUZfUVdIamNwYkZYWWNpdVlrc3V0SGpFRWpYSG5UZkdIS1VJRkxUOG9qbzhDTFpjVjZpRUlZOFFSUVhuZERkbXJMX21Bckt4X2FqdWRw?oc=5,Yahoo Finance (via Google News),Sovereign AI & Policy / 主權 AI 與法規,Salesforce’s (CRM) Impact on AI Deployment in Corporate Environments  Yahoo Finance
1303,Scientific computing in the age of agentic AI,2026-07-28 17:00,https://openai.com/index/scientific-computing-agentic-ai,OpenAI News,"研發與創新, Agentic AI / 代理式 AI","A new field report shows how scientists use AI coding agents to modernize scientific computing, accelerating software development and discovery in genomics and beyond."
1304,阿拉巴馬州動物收容所提起訴訟 挑戰大型人工智慧數據中心計畫 - Business Insider Taiwan,2026-07-28 18:08,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5wbHBZRHpVNkRVLXREc25KVVNfSW1qUzdrOTdzdlNJMm9MZXdiRGtTamQ3V1RUQ3VtbXQ2cXVmQkczQkVpYXhQenc3cXBlcWloN2doY1dn?oc=5,Business Insider Taiwan (via Google News),"Chips & Hardware / 晶片與算力, Enterprise & ROI / 企業應用與效益",阿拉巴馬州動物收容所提起訴訟 挑戰大型人工智慧數據中心計畫  Business Insider Taiwan
1305,Study: Dinosaurs were charbroiled after Chicxulub impact,2026-07-28 20:51,https://arstechnica.com/science/2026/07/dust-cloud-from-dino-killing-asteroid-charbroiled-the-earth/,Ars Technica AI,"Sovereign AI & Policy / 主權 AI 與法規, Enterprise & ROI / 企業應用與效益","“We're in the realm where we might be essentially killing off everything within that first hour or two."""
1306,恩智浦第二季財報優於市場預期，營收數字連續第三季成長,2026-07-28 23:10,https://finance.technews.tw/2026/07/29/nxps-second-quarter-earnings-exceeded-market-expectations/,科技新報 TechNews,"智慧製造與工業 AI, Chips & Hardware / 晶片與算力",車用晶片大廠恩智浦半導體（NXP Semiconductors）公布截至 6 月 28 日的第二季財務報告。受 […]
1307,50% 成本實現超越業界防護效能，微軟推出全新網安 AI 模型與代理式平台,2026-07-28 23:20,https://infosecu.technews.tw/2026/07/29/microsoft-touts-cost-saving-ai-model-for-cybersecurity/,科技新報 TechNews,"研發與創新, Agentic AI / 代理式 AI, Sovereign AI & Policy / 主權 AI 與法規",就在 Google 高階主管 Hayete Gallot 回鍋掌管微軟資安業務最高主管 5 個月後，微軟於週一 […]
1308,砸百萬美元買公司當白老鼠，微軟前團隊實測「AI 執行長」挑戰營收半年翻倍,2026-07-28 23:40,https://technews.tw/2026/07/29/skyfall-ai-ai-ceo/,科技新報 TechNews,Enterprise & ROI / 企業應用與效益,Skyfall AI 宣布正式結束低調營運（Stealth mode），並投下一顆市場震撼彈：他們準備將自家技 […]
1309,Anthropic反對全面禁用開放權重模型，主張從晶片、蒸餾與測試控管風險,2026-07-29 00:00,https://www.ithome.com.tw/news/177701,iThome 科技報,"智慧製造與工業 AI, 研發與創新, Sovereign AI & Policy / 主權 AI 與法規, Chips & Hardware / 晶片與算力, Enterprise & ROI / 企業應用與效益",Anthropic執行長Dario Amodei發文澄清，Anthropic從未主張全面禁止開放權重模型，並認為不具危險能力的開放權重模型，可為企業、開發者與研究人員帶來價值。不過，面對能力較強模型可能帶來的風險，Anthropic仍主張限制中國取得高階晶片、打擊工業規模模型蒸餾，並要求具足夠能力的開放與封閉模型接受安全測試。
1310,逾千名AI業界人士連署，籲美國建立放慢頂尖AI發展機制,2026-07-29 00:00,https://www.ithome.com.tw/news/177706,iThome 科技報,"智慧製造與工業 AI, 研發與創新","逾千名AI業界人士周二（7/28）發表《調控頂尖AI發展步調》（Pacing the Frontier）公開信，呼籲美國政府推動國際合作，建立必要時可放慢自動化AI研發的技術與治理機制，以免AI能力加速成長至人類難以理解或控制的程度。目前已有1,178人連署，分別來自OpenAI、Anthropic、Google DeepMind、Meta、微軟、Mistral及Thinking Machines等公司。"
1311,JetBrains讓AI代理直接使用Rider分析工具，能找測試、查瓶頸與重構程式,2026-07-29 00:00,https://www.ithome.com.tw/news/177703,iThome 科技報,Agentic AI / 代理式 AI,JetBrains發布跨平臺整合開發環境（IDE）Rider 2026.2，新增一系列代理技能，讓可代為修改及測試程式碼的AI代理直接運用Rider對專案的理解，以及覆蓋率資料、偵錯器、效能分析器與重構引擎。過去代理多半只能讀取檔案或執行終端機命令，新版可利用IDE既有的分析結果，減少自行推測程式碼關聯。
1312,全聯全電商升級數位零售核心平臺，AI、RMN、物流深化OMO布局,2026-07-29 00:00,https://www.ithome.com.tw/news/177733,iThome 科技報,"供應鏈韌性與物流自動化, Enterprise & ROI / 企業應用與效益","在完成大潤發整合、擴大實體零售規模後，全聯今天(7/29）宣布全電商的OMO布局方向，將AI、RMN零售媒體聯播網、物流升級列為三大布局重點，並結合會員與支付數據，深化OMO發展。
在完成大潤發整合、持續擴大零售規模後，全聯旗下的電商平臺全電商，目前商品數已突破70萬件，合作超過5,000個品牌，為持續擴大OMO生態圈，下一階段目標不只是購物服務，而是希望從購物平臺發展為品牌成長平臺，進一步串聯線上線下資源。
相較於純電商業者，全聯的優勢來自多年累積的實體零售基礎，包括遍布全臺的門市、會員體系及..."
1313,上銀公告義大利子公司部分資訊系統遭到攻擊,2026-07-29 00:00,https://www.ithome.com.tw/news/177734,iThome 科技報,"智慧製造與工業 AI, Sovereign AI & Policy / 主權 AI 與法規",線性傳動元件與工業機器人廠商上銀科技（2049）7月28日晚間於股市公開資訊觀測站發布重大訊息，義大利子公司資訊系統遭到攻擊，資訊部門於第一時間偵測異常後，立即啟動資安應變程序。
1314,ReliaQuest揭露旅館Wi-Fi遭竄改DNS組態，駭客藉此竊取企業M365帳號,2026-07-29 00:00,https://www.ithome.com.tw/news/177724,iThome 科技報,"智慧製造與工業 AI, Sovereign AI & Policy / 主權 AI 與法規, Enterprise & ROI / 企業應用與效益",暑期正值旅遊旺季，旅館住宿需求大增，住宿旅客多半也會使用旅館提供的網路服務，但這些共享的公共網路設備，往往也潛藏著資安風險。資安業者ReliaQuest近日揭露，駭客透過竄改旅館Wi-Fi網路的DNS設定，以此作為竊取企業Microsoft 365帳號的跳板。
1315,GPU加速放大老舊IPMI協定風險，逾2.4萬個BMC洩漏資料可供離線破解密碼,2026-07-29 00:00,https://www.ithome.com.tw/news/177723,iThome 科技報,"智慧製造與工業 AI, Sovereign AI & Policy / 主權 AI 與法規, Chips & Hardware / 晶片與算力","資安業者Lava掃描發現，網際網路上有36,872個伺服器IPMI管理介面直接對外開放，其中24,650個會在使用者登入前，回傳由密碼產生的驗證資料。攻擊者可利用已知漏洞CVE-2013-4786，將資料帶回自己的電腦猜測密碼，而弱密碼及格式固定的出廠密碼，在GPU協助下可能遭到破解。"
1316,【資安日報】7月29日，微軟說明AD CS Certighost權限提升漏洞修補詳情,2026-07-29 00:00,https://www.ithome.com.tw/news/177722,iThome 科技報,"Agentic AI / 代理式 AI, Sovereign AI & Policy / 主權 AI 與法規","本日新聞焦點
● 微軟進一步說明AD CS Certighost權限提升漏洞修補詳情
● Hugging Face公布AI代理人入侵始末
● Java JSON函式庫Fastjson重大RCE漏洞已遭實際利用"
1317,Hugging Face事故出現新進展，OpenAI模型利用Artifactory零時差漏洞突破測試環境,2026-07-29 00:00,https://www.ithome.com.tw/news/177721,iThome 科技報,"智慧製造與工業 AI, 研發與創新, Agentic AI / 代理式 AI, Sovereign AI & Policy / 主權 AI 與法規",7月中旬AI模型開發與託管平臺Hugging Face透露遭到自主AI代理攻擊，導致雲端與叢集憑證遭竊，事隔數日，OpenAI承認是旗下正在進行資安能力評估的模型所引起，本週Hugging Face公布整起事故發生的過程，同一天有一家資安廠商透露，OpenAI模型為了逃脫測試環境
1318,導入多代理運作架構，安碁揭露自研AI系統與資安應用2026最新發展,2026-07-29 00:00,https://www.ithome.com.tw/news/177707,iThome 科技報,"研發與創新, Agentic AI / 代理式 AI, LLMs & Reasoning / 大語言模型與推理, Sovereign AI & Policy / 主權 AI 與法規, Enterprise & ROI / 企業應用與效益",去年底安碁資訊（ACSI）首度揭露自行發展的生成式AI模型CyberSage，以及代理型AI平臺安答系統（Anda），並介紹其大幅領先GPT-4o-mini的高精準度與成本效率。
1319,Anthropic稱Claude找出密碼演算法弱點，削弱後量子簽章HAWK,2026-07-29 00:00,https://www.ithome.com.tw/news/177719,iThome 科技報,LLMs & Reasoning / 大語言模型與推理,Anthropic周二（7/28）公布研究，表示Claude Mythos Preview找到後量子數位簽章演算法HAWK的數學弱點，能大幅降低破解所需運算量；Claude也改進針對簡化版AES加密演算法的攻擊方法，使速度較先前最佳方法提升200至800倍。不過，兩項成果目前皆未影響正式運作的系統。
1320,印度第二大公營行庫Bank of Baroda遭駭，疑外洩1TB業務資料,2026-07-29 00:00,https://www.ithome.com.tw/news/177718,iThome 科技報,Enterprise & ROI / 企業應用與效益,"印度第二大公立銀行Bank of Baroda本週公告，一名員工電子郵件帳號被駭導致公司部分資料外洩。研究人員相信可能有客戶個資及業務文件等高達1TB機密營運資料落入駭客手中。
Bank of Baroda表示，攻擊者透過被駭的員工電子郵件帳號存取公司部分資料。完整調查仍在進行中，但銀行核心系統未受影響。"
1321,微軟對AD CS Certighost權限提升漏洞修補提出進一步說明，建議企業優先更新CA伺服器,2026-07-29 00:00,https://www.ithome.com.tw/news/177714,iThome 科技報,"智慧製造與工業 AI, Sovereign AI & Policy / 主權 AI 與法規, Enterprise & ROI / 企業應用與效益",針對稍早於7月14日修補的Active Directory憑證服務（AD CS）Certighost權限提升漏洞（CVE-2026-54121），微軟威脅情報團隊於7月28日
1322,勒索軟體停用端點防護手法普及，最快不到一小時部署勒索軟體,2026-07-29 00:00,https://www.ithome.com.tw/news/177713,iThome 科技報,Sovereign AI & Policy / 主權 AI 與法規,反勒索軟體業者Halcyon近期回顧2026年第2季勒索軟體活動，指出停用端點偵測與回應（EDR）等安全產品的手法，已從少數勒索軟體集團採用的特殊攻擊手法，逐漸成為勒索軟體生態系的標準作業程序。部分勒索軟體集團也持續縮短入侵時間，並將AI導入攻擊環節。
1323,Perplexity AI公布Windows版Personal Computer自主代理人,2026-07-29 00:00,https://www.ithome.com.tw/news/177712,iThome 科技報,"Agentic AI / 代理式 AI, Enterprise & ROI / 企業應用與效益",Perplexity AI周二（7/28）公布Windows系統專用的自主代理人系統Personal Computer for Windows，用戶可下令它執行跨本地檔案、Microsoft Office 365和網頁應用的任務。本服務現在已提供給Max和Enterprise Max付費方案用戶。
1324,How GPT-5.6 fuses frontier intelligence with frontier efficiency,2026-07-29 00:00,https://openai.com/index/gpt-5-6-frontier-intelligence-efficiency,OpenAI News,"Agentic AI / 代理式 AI, LLMs & Reasoning / 大語言模型與推理, Chips & Hardware / 晶片與算力","GPT-5.6 improves AI efficiency across models, inference, and agentic workflows, helping deliver more useful intelligence per dollar."
1325,AI效益漸外溢　中經院：近2成製造業切入半導體供應鏈 - 經濟日報,2026-07-29 00:11,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBqV0VTWjNGbjFCY0VHZ0Z0RUstVE5QNEhaS1VUQlh1ekdkMUdlamdfWGtzVGRDSTlpTFhtR2pORFpQcUxPVTQ0UTRRSnBGRE1xUHRPT1FfbWVmZ9IBX0FVX3lxTE9Qc29vaFFDbzVGWVV5OTA2WElDNHJoTGRfRE1Ka3A5ZWZRdmFqX0JFc1JfbGltSUFyN0R6MmxHUDVmMXktbEp2RmRxVGVmNnZIWV9QNHcwN25hVnh1a0Zr?oc=5,經濟日報 (via Google News),"智慧製造與工業 AI, 供應鏈韌性與物流自動化",AI效益漸外溢　中經院：近2成製造業切入半導體供應鏈  經濟日報
1326,MIT 研發無機械零件「光達晶片」：大幅降低雜訊、拓寬自駕車感測視野,2026-07-29 00:30,https://technews.tw/2026/07/29/mit-new-lidar-chip/,科技新報 TechNews,"智慧製造與工業 AI, 研發與創新, Chips & Hardware / 晶片與算力",麻省理工學院（MIT）研究團隊近期成功開發出一款新型光達（LiDAR）晶片。該晶片採用創新的天線設計，在完全不 […]
